[0, 12769.0, 452.0, 93, 90]
[1, 12543.0, 448.8284270763397, 95, 89]
[2, 12996.0, 456.0, 94, 89]
[3, 12996.0, 456.0, 94, 89]
[4, 12768.0, 452.8284270763397, 94, 89]
[5, 12099.0, 440.8284270763397, 95, 90]
[6, 12544.0, 448.0, 94, 90]
[7, 12321.0, 444.0, 94, 91]
[8, 12321.0, 444.0, 94, 91]
[9, 12544.0, 448.0, 94, 90]
[10, 12544.0, 448.0, 94, 90]
[11, 12544.0, 448.0, 94, 90]
[12, 12769.0, 452.0, 94, 90]
[13, 13225.0, 460.0, 93, 89]
[14, 12993.0, 458.8284270763397, 93, 89]
[15, 12766.0, 454.8284270763397, 94, 90]
[16, 12769.0, 452.0, 94, 89]
[17, 12769.0, 452.0, 94, 90]
[18, 12769.0, 452.0, 94, 90]
[19, 11444.0, 430.8284270763397, 96, 91]
[20, 13456.0, 464.0, 93, 86]
[21, 12099.0, 440.8284270763397, 95, 87]
[22, 14640.0, 484.8284270763397, 90, 79]
[23, 13924.0, 472.0, 93, 78]
[24, 14396.5, 482.2426406145096, 92, 74]
[25, 14161.0, 476.0, 94, 72]
[26, 14149.0, 483.65685415267944, 93, 70]
[27, 14391.0, 485.65685415267944, 94, 68]
[28, 17159.0, 524.8284270763397, 90, 62]
[29, 15615.5, 505.0710676908493, 92, 65]
[30, 15118.5, 498.72792184352875, 95, 66]
[31, 14639.0, 484.8284270763397, 98, 67]
[32, 14875.0, 492.48528122901917, 97, 65]
[33, 14882.0, 489.65685415267944, 98, 66]
[34, 15876.0, 504.0, 97, 66]
[35, 14883.0, 488.8284270763397, 97, 67]
[36, 14884.0, 488.0, 98, 68]
[37, 14400.0, 480.0, 99, 68]
[38, 14883.0, 488.8284270763397, 99, 67]
[39, 14397.0, 482.8284270763397, 98, 68]
[40, 13456.0, 464.0, 101, 69]
[41, 13923.5, 471.41421353816986, 99, 69]
[42, 13922.0, 473.65685415267944, 98, 67]
[43, 14884.0, 488.0, 96, 66]
[44, 14878.0, 493.3137083053589, 97, 66]
[45, 14399.0, 480.8284270763397, 98, 67]
[46, 15374.0, 497.65685415267944, 94, 66]
[47, 15128.0, 492.8284270763397, 94, 66]
[48, 16118.0, 517.3137083053589, 90, 65]
[49, 16383.0, 512.8284270763397, 86, 64]
[50, 15623.0, 500.8284270763397, 88, 65]
[51, 17423.0, 528.8284270763397, 80, 62]
[52, 16125.5, 510.2426406145096, 81, 64]
[53, 16378.0, 517.6568541526794, 79, 65]
[54, 16384.0, 512.0, 76, 65]
[55, 16384.0, 512.0, 76, 65]
[56, 14606.0, 508.97056245803833, 75, 71]
[57, 15117.0, 503.65685415267944, 73, 69]
[58, 14883.0, 488.8284270763397, 71, 71]
[59, 16129.0, 508.0, 67, 69]
[60, 15876.0, 504.0, 68, 68]
[61, 15876.0, 504.0, 67, 69]
[62, 16641.0, 516.0, 66, 69]
[63, 15876.0, 504.0, 68, 72]
[64, 14883.0, 488.8284270763397, 72, 74]
[65, 15876.0, 504.0, 74, 72]
[66, 15619.5, 502.2426406145096, 77, 73]
[67, 15368.5, 503.0710676908493, 81, 70]
[68, 14640.0, 484.8284270763397, 85, 71]
[69, 15625.0, 500.0, 86, 69]
[70, 14161.0, 476.0, 91, 69]
[71, 16128.0, 508.8284270763397, 90, 64]
[72, 15376.0, 496.0, 94, 64]
[73, 19321.0, 556.0, 88, 57]
[74, 18769.0, 548.0, 92, 56]
[75, 18768.0, 548.8284270763397, 97, 53]
[76, 21316.0, 584.0, 93, 50]
[77, 21904.0, 592.0, 96, 47]
[78, 23693.5, 637.2132029533386, 92, 43]
[79, 20449.0, 572.0, 99, 48]
[80, 19881.0, 564.0, 100, 47]
[81, 22797.5, 606.2426406145096, 97, 38]
[82, 23405.5, 614.2426406145096, 93, 36]
[83, 27545.5, 672.7279218435287, 87, 29]
[84, 28561.0, 676.0, 84, 28]
[85, 25920.0, 644.8284270763397, 89, 29]
[86, 24335.0, 624.8284270763397, 90, 29]
[87, 27223.0, 660.8284270763397, 85, 25]
[88, 25596.5, 642.2426406145096, 88, 28]
[89, 24645.0, 630.4852812290192, 89, 30]
[90, 24335.0, 624.8284270763397, 88, 31]
[91, 24020.5, 623.0710676908493, 88, 32]
[92, 26557.0, 660.9705624580383, 82, 27]
[93, 26888.0, 658.4852812290192, 81, 27]
[94, 26880.0, 664.9705624580383, 79, 26]
[95, 23708.0, 623.6568541526794, 87, 31]
[96, 24945.0, 644.1421353816986, 84, 29]
[97, 23091.5, 616.7279218435287, 85, 31]
[98, 25915.0, 649.6568541526794, 79, 28]
[99, 25274.5, 641.0710676908493, 76, 30]
[100, 26553.5, 662.7279218435287, 77, 27]
[101, 24630.5, 640.7279218435287, 76, 28]
[102, 24628.0, 641.3137083053589, 75, 30]
[103, 23692.0, 629.3137083053589, 75, 29]
[104, 23084.5, 618.7279218435287, 76, 30]
[105, 22193.5, 599.0710676908493, 77, 32]
[106, 22190.0, 604.1421353816986, 77, 31]
[107, 22477.0, 610.4852812290192, 75, 32]
[108, 2.5, 8.242640614509583, 74, 30]
[109, 28222.0, 673.6568541526794, 63, 19]
[110, 23710.0, 620.4852812290192, 71, 25]
[111, 21582.0, 598.4852812290192, 78, 28]
[112, 22493.0, 606.4852812290192, 76, 24]
[113, 23716.0, 616.0, 75, 23]
[114, 21884.5, 606.3847759962082, 81, 24]
[115, 21899.0, 594.4852812290192, 87, 21]
[116, 20440.5, 577.899494767189, 89, 25]
[117, 20713.5, 591.5563489198685, 89, 24]
[118, 22186.0, 604.9705624580383, 86, 22]
[119, 0.0, 2.0, 86, 23]
[120, 22792.0, 612.4852812290192, 82, 22]
[121, 21018.0, 583.3137083053589, 88, 26]
[122, 17947.5, 543.899494767189, 92, 32]
[123, 20722.5, 583.5563489198685, 85, 27]
[124, 20449.0, 572.0, 88, 28]
[125, 20436.5, 579.899494767189, 86, 27]
[126, 21315.0, 584.8284270763397, 82, 26]
[127, 21018.0, 585.3137083053589, 84, 28]
[128, 23099.0, 611.3137083053589, 77, 29]
[129, 24962.0, 632.8284270763397, 71, 28]
[130, 22193.5, 599.07106757164, 75, 31]
[131, 24022.0, 622.8284270763397, 70, 28]
[132, 22201.0, 596.0, 71, 32]
[133, 19879.0, 564.8284270763397, 71, 36]
[134, 20736.0, 576.0, 64, 35]
[135, 19881.0, 564.0, 60, 38]
[136, 19321.0, 556.0, 55, 39]
[137, 20449.0, 572.0, 49, 39]
[138, 23097.5, 613.07106757164, 40, 35]
[139, 20449.0, 572.0, 44, 40]
[140, 21898.0, 597.6568541526794, 41, 39]
[141, 21904.0, 592.0, 43, 38]
[142, 20734.0, 577.6568541526794, 40, 42]
[143, 21024.0, 580.8284270763397, 41, 41]
[144, 22491.5, 603.8994946479797, 40, 40]
[145, 20736.0, 576.0, 42, 43]
[146, 19600.0, 560.0, 45, 47]
[147, 21025.0, 580.0, 42, 46]
[148, 21316.0, 584.0, 41, 48]
[149, 19881.0, 564.0, 44, 51]
[150, 19881.0, 564.0, 44, 53]
[151, 20164.0, 568.0, 42, 54]
[152, 18769.0, 548.0, 42, 58]
[153, 17689.0, 532.0, 44, 62]
[154, 16899.0, 520.8284270763397, 45, 62]
[155, 17689.0, 532.0, 43, 63]
[156, 17160.0, 524.8284270763397, 43, 66]
[157, 15376.0, 496.0, 46, 70]
[158, 15621.5, 502.2426406145096, 45, 69]
[159, 15372.5, 498.2426406145096, 46, 69]
[160, 14399.0, 480.8284270763397, 50, 70]
[161, 15625.0, 500.0, 51, 69]
[162, 16380.5, 514.2426406145096, 52, 67]
[163, 15625.0, 500.0, 56, 66]
[164, 16126.0, 510.8284270763397, 58, 64]
[165, 15129.0, 492.0, 65, 65]
[166, 13455.0, 464.8284270763397, 69, 68]
[167, 14884.0, 488.0, 70, 65]
[168, 15127.0, 492.8284270763397, 71, 67]
[169, 13924.0, 472.0, 76, 67]
[170, 12544.0, 448.0, 78, 70]
[171, 14639.0, 484.8284270763397, 78, 65]
[172, 12769.0, 452.0, 84, 68]
[173, 15375.0, 496.8284270763397, 80, 64]
[174, 16129.0, 508.0, 82, 61]
[175, 14884.0, 488.0, 87, 63]
[176, 16128.0, 508.8284270763397, 89, 60]
[177, 15624.0, 500.8284270763397, 93, 61]
[178, 14396.5, 482.2426406145096, 96, 64]
[179, 14392.0, 487.65685415267944, 99, 63]
[180, 13687.0, 468.8284270763397, 100, 66]
[181, 12996.0, 456.0, 101, 69]
[182, 12544.0, 448.0, 101, 71]
[183, 12100.0, 440.0, 103, 72]
[184, 11881.0, 436.0, 100, 73]
[185, 12320.0, 444.8284270763397, 100, 74]
[186, 11025.0, 420.0, 104, 79]
[187, 10000.0, 400.0, 104, 83]
[188, 9801.0, 396.0, 107, 85]
[189, 10607.0, 412.8284270763397, 102, 84]
[190, 11876.5, 440.2426406145096, 97, 82]
[191, 10403.0, 408.8284270763397, 100, 85]
[192, 10601.5, 418.2426406145096, 99, 82]
[193, 10403.0, 408.8284270763397, 98, 84]
[194, 9998.0, 400.8284270763397, 97, 85]
[195, 9801.0, 396.0, 97, 85]
[196, 9993.5, 404.2426406145096, 97, 85]
[197, 10404.0, 408.0, 95, 84]
[198, 9597.0, 395.65685415267944, 97, 85]
[199, 9992.0, 405.65685415267944, 95, 85]
[200, 10609.0, 412.0, 94, 85]
[201, 9989.5, 407.0710676908493, 94, 87]
[202, 9021.5, 382.2426406145096, 96, 89]
[203, 9401.0, 393.65685415267944, 95, 89]
[204, 9801.0, 396.0, 93, 88]
[205, 9604.0, 392.0, 92, 88]
[206, 9587.5, 403.899494767189, 91, 89]
[207, 9801.0, 396.0, 91, 89]
[208, 9409.0, 388.0, 90, 89]
[209, 9401.0, 395.65685415267944, 90, 89]
[210, 8632.0, 379.65685415267944, 92, 90]
[211, 9199.5, 395.0710676908493, 92, 90]
[212, 8464.0, 368.0, 93, 91]
[213, 10201.0, 404.0, 90, 86]
[214, 9604.0, 392.0, 92, 86]
[215, 10816.0, 416.0, 88, 84]
[216, 10201.0, 404.0, 89, 84]
[217, 9216.0, 384.0, 90, 86]
[218, 9409.0, 388.0, 90, 86]
[219, 8649.0, 372.0, 91, 89]
[220, 9409.0, 388.0, 90, 86]
[221, 8836.0, 376.0, 92, 89]
[222, 8263.5, 375.0710676908493, 92, 91]
[223, 7734.0, 357.65685415267944, 93, 93]
[224, 8084.0, 371.3137083053589, 91, 93]
[225, 8649.0, 372.0, 90, 92]
[226, 8100.0, 360.0, 90, 93]
[227, 8649.0, 372.0, 88, 93]
[228, 8281.0, 364.0, 88, 93]
[229, 8280.0, 364.8284270763397, 88, 92]
[230, 8464.0, 368.0, 87, 92]
[231, 8648.0, 372.8284270763397, 88, 92]
[232, 8100.0, 360.0, 88, 93]
[233, 7921.0, 356.0, 87, 93]
[236, 8649.0, 372.0, 86, 91]
[237, 8281.0, 364.0, 87, 92]
[238, 8100.0, 360.0, 90, 92]
[239, 8836.0, 376.0, 87, 92]
[240, 10404.0, 408.0, 85, 90]
[241, 9801.0, 396.0, 88, 91]
[242, 9604.0, 392.0, 87, 91]
[243, 9407.0, 388.8284270763397, 88, 92]
[244, 9604.0, 392.0, 88, 91]
[245, 10404.0, 408.0, 86, 89]
[246, 10609.0, 412.0, 85, 89]
[247, 9801.0, 396.0, 87, 92]
[248, 9801.0, 396.0, 86, 91]
[249, 9401.0, 395.65685415267944, 88, 92]
[250, 8463.0, 368.8284270763397, 90, 94]
[251, 9216.0, 384.0, 88, 93]
[252, 9409.0, 388.0, 88, 92]
[253, 9024.0, 380.8284270763397, 90, 93]
[254, 9021.5, 382.2426406145096, 89, 93]
[255, 9024.0, 380.8284270763397, 89, 93]
[256, 8828.0, 380.8284270763397, 89, 93]
[257, 9216.0, 384.0, 88, 93]
[258, 9021.0, 381.65685415267944, 88, 93]
[259, 9595.5, 399.0710676908493, 88, 92]
[260, 10000.0, 400.0, 86, 91]
[261, 9800.0, 396.8284270763397, 87, 91]
[262, 10000.0, 400.0, 86, 90]
[263, 9801.0, 396.0, 89, 90]
[264, 12321.0, 444.0, 84, 86]
[265, 11449.0, 428.0, 86, 86]
[266, 11236.0, 424.0, 88, 86]
[267, 10609.0, 412.0, 91, 87]
[268, 10201.0, 404.0, 92, 88]
[269, 11025.0, 420.0, 90, 87]
[270, 11236.0, 424.0, 89, 86]
[271, 10609.0, 412.0, 90, 87]
[272, 10201.0, 404.0, 90, 89]
[273, 10201.0, 404.0, 90, 91]
[274, 10816.0, 416.0, 89, 89]
[275, 10816.0, 416.0, 89, 89]
[276, 11236.0, 424.0, 89, 89]
[277, 10816.0, 416.0, 90, 88]
[278, 10609.0, 412.0, 93, 88]
[279, 10000.0, 400.0, 100, 90]
[280, 12321.0, 444.0, 94, 86]
[281, 10816.0, 416.0, 100, 88]
[282, 10201.0, 404.0, 103, 88]
[283, 9215.0, 384.8284270763397, 105, 91]
[284, 9215.0, 384.8284270763397, 106, 93]
[285, 9801.0, 396.0, 105, 89]
[286, 10816.0, 416.0, 101, 86]
[287, 10000.0, 400.0, 100, 87]
[288, 11236.0, 424.0, 95, 85]
[289, 11881.0, 436.0, 91, 83]
[290, 11664.0, 432.0, 89, 86]
[291, 11236.0, 424.0, 87, 85]
[292, 11236.0, 424.0, 84, 86]
[293, 10816.0, 416.0, 82, 87]
[294, 10609.0, 412.0, 82, 87]
[295, 11449.0, 428.0, 79, 86]
[296, 10816.0, 416.0, 76, 90]
[297, 11881.0, 436.0, 74, 87]
[298, 10404.0, 408.0, 77, 90]
[299, 10609.0, 412.0, 76, 90]
[300, 11025.0, 420.0, 76, 89]
[301, 10609.0, 412.0, 80, 90]
[302, 10609.0, 412.0, 80, 90]
[303, 11664.0, 432.0, 80, 89]
[304, 11236.0, 424.0, 83, 90]
[305, 12769.0, 452.0, 80, 87]
[306, 11449.0, 428.0, 86, 89]
[307, 11664.0, 432.0, 85, 89]
[308, 11449.0, 428.0, 85, 88]
[309, 10403.0, 408.8284270763397, 89, 89]
[310, 11236.0, 424.0, 87, 87]
[311, 9801.0, 396.0, 92, 88]
[312, 12769.0, 452.0, 86, 81]
[313, 10609.0, 412.0, 93, 85]
[314, 10816.0, 416.0, 92, 84]
[315, 10201.0, 404.0, 94, 85]
[316, 10609.0, 412.0, 93, 83]
[317, 10000.0, 400.0, 93, 85]
[318, 9409.0, 388.0, 94, 87]
[319, 10000.0, 400.0, 94, 86]
[320, 11664.0, 432.0, 91, 80]
[321, 11025.0, 420.0, 93, 84]
[322, 8832.5, 378.2426406145096, 99, 89]
[323, 10816.0, 416.0, 95, 86]
[326, 10816.0, 416.0, 91, 85]
[330, 10816.0, 416.0, 94, 83]
[338, 9604.0, 392.0, 116, 80]
[339, 8836.0, 376.0, 122, 76]
[341, 9604.0, 392.0, 125, 75]
[347, 12768.0, 452.8284270763397, 128, 57]
[348, 12766.0, 454.8284270763397, 121, 57]
[349, 14161.0, 476.0, 123, 54]
[350, 14400.0, 480.0, 121, 49]
[351, 12769.0, 452.0, 122, 52]
[352, 14159.0, 477.65685415267944, 117, 48]
[353, 14875.0, 491.3137083053589, 117, 42]
[354, 16378.5, 515.0710676908493, 108, 40]
[355, 18225.0, 540.0, 102, 36]
[356, 21609.0, 588.0, 91, 29]
[357, 19321.0, 556.0, 96, 31]
[358, 21024.0, 580.8284270763397, 76, 29]
[359, 21609.0, 588.0, 70, 26]
[360, 21020.5, 584.2426406145096, 62, 26]
[361, 20438.0, 577.3137083053589, 54, 27]
[362, 20160.0, 570.4852812290192, 48, 27]
[363, 20998.0, 594.4852812290192, 43, 26]
[364, 22494.0, 603.3137083053589, 38, 24]
[365, 0.0, 0.0, 40, 27]
[366, 20429.0, 575.6568541526794, 38, 27]
[367, 20164.0, 568.0, 39, 26]
[368, 20723.5, 579.899494767189, 38, 26]
[369, 20721.0, 582.4852812290192, 37, 27]
[370, 0.0, 2.0, 37, 26]
[371, 22168.5, 620.0416301488876, 34, 24]
[372, 21283.0, 606.1421353816986, 36, 26]
[373, 21315.0, 584.8284270763397, 38, 28]
[374, 19304.0, 559.6568541526794, 41, 32]
[375, 18764.0, 548.8284270763397, 45, 33]
[376, 19564.0, 578.4852812290192, 46, 33]
[377, 19881.0, 564.0, 47, 33]
[378, 19318.0, 558.8284270763397, 51, 35]
[379, 20158.0, 571.6568541526794, 50, 37]
[380, 19600.0, 560.0, 52, 39]
[381, 19318.0, 558.8284270763397, 54, 40]
[382, 20164.0, 568.0, 53, 39]
[383, 18769.0, 548.0, 57, 41]
[384, 17161.0, 524.0, 63, 43]
[385, 15876.0, 504.0, 69, 45]
[386, 15872.5, 506.2426406145096, 69, 44]
[387, 17156.0, 527.6568541526794, 71, 42]
[388, 17952.0, 537.6568541526794, 70, 40]
[389, 16899.0, 520.8284270763397, 74, 40]
[390, 19881.0, 564.0, 72, 34]
[391, 20736.0, 576.0, 73, 31]
[392, 20732.5, 578.2426406145096, 78, 29]
[393, 20448.0, 572.8284270763397, 80, 29]
[394, 19313.5, 562.2426406145096, 84, 26]
[395, 16128.0, 508.8284270763397, 101, 32]
[396, 20726.5, 583.899494767189, 96, 21]
[397, 19044.0, 552.0, 99, 26]
[398, 21902.0, 593.6568541526794, 100, 16]
[399, 21897.0, 597.3137083053589, 102, 17]
[407, 20157.0, 571.6568540334702, 120, 23]
[408, 21881.5, 611.5563489198685, 120, 22]
[409, 21894.0, 597.6568541526794, 125, 21]
[410, 17159.0, 524.8284270763397, 129, 32]
[412, 16641.0, 516.0, 127, 34]
[413, 17689.0, 532.0, 110, 32]
[414, 17689.0, 532.0, 112, 32]
[415, 19321.0, 556.0, 99, 31]
[416, 22801.0, 604.0, 85, 27]
[417, 18225.0, 540.0, 84, 33]
[418, 18769.0, 548.0, 78, 35]
[419, 19044.0, 552.0, 69, 35]
[420, 19321.0, 556.0, 60, 36]
[421, 18769.0, 548.0, 53, 36]
[422, 17956.0, 536.0, 50, 35]
[423, 18225.0, 540.0, 42, 36]
[424, 18224.0, 540.8284270763397, 38, 36]
[425, 18496.0, 544.0, 31, 36]
[426, 19600.0, 560.0, 25, 35]
[427, 19044.0, 552.0, 21, 36]
[428, 19044.0, 552.0, 17, 36]
[429, 16129.0, 508.0, 16, 41]
[430, 15876.0, 504.0, 13, 43]
[431, 15624.0, 500.8284270763397, 10, 42]
[432, 15859.0, 516.1421353816986, 8, 43]
[433, 14625.5, 492.3847759962082, 6, 46]
[434, 12751.0, 463.3137083053589, 4, 49]
[435, 12767.0, 452.8284270763397, 4, 49]
[454, 16384.0, 512.0, 55, 28]
[458, 24012.5, 628.7279218435287, 51, 21]
[459, 19599.0, 560.8284270763397, 62, 28]
[460, 21024.0, 580.8284270763397, 65, 26]
[461, 21895.5, 599.899494767189, 55, 28]
[462, 19043.0, 552.8284270763397, 68, 30]
[463, 20144.5, 582.7279218435287, 74, 28]
[464, 21902.5, 591.4142135381699, 70, 26]
[465, 25567.0, 663.4558436870575, 67, 23]
[466, 21020.0, 582.8284270763397, 77, 31]
[467, 20729.5, 581.899494767189, 77, 32]
[468, 21307.0, 591.3137083053589, 73, 31]
[469, 20733.0, 577.6568541526794, 77, 33]
[470, 23096.0, 612.4852812290192, 76, 31]
[471, 23102.0, 609.6568541526794, 74, 32]
[472, 23709.5, 619.899494767189, 73, 30]
[473, 23714.0, 617.6568541526794, 72, 30]
[474, 22798.0, 606.4852812290192, 74, 32]
[475, 21903.0, 592.8284270763397, 76, 33]
[476, 23102.0, 609.6568541526794, 75, 32]
[477, 24334.0, 625.6568541526794, 71, 30]
[478, 20725.5, 583.899494767189, 79, 35]
[479, 20733.0, 577.6568541526794, 80, 35]
[480, 21898.0, 597.6568541526794, 76, 33]
[481, 22196.0, 598.8284270763397, 76, 35]
[482, 20728.0, 581.3137083053589, 81, 36]
[483, 21015.5, 585.5563489198685, 80, 37]
[484, 21897.5, 597.0710676908493, 78, 35]
[485, 21021.0, 583.6568541526794, 79, 35]
[486, 19596.0, 562.4852812290192, 81, 37]
[487, 19042.0, 552.8284270763397, 81, 38]
[488, 21020.5, 584.2426406145096, 78, 35]
[489, 22496.0, 603.6568541526794, 75, 33]
[490, 22198.0, 597.6568541526794, 74, 31]
[491, 22497.0, 602.8284270763397, 74, 32]
[492, 22493.0, 603.6568541526794, 74, 32]
[493, 21605.5, 590.2426406145096, 75, 33]
[494, 22496.0, 602.4852812290192, 74, 32]
[495, 20736.0, 576.0, 75, 35]
[496, 20443.5, 577.0710676908493, 75, 36]
[497, 18766.0, 548.8284270763397, 78, 38]
[498, 19871.5, 571.899494767189, 76, 37]
[499, 18490.5, 547.0710676908493, 79, 39]
[500, 19592.0, 565.3137083053589, 76, 37]
[501, 20736.0, 576.0, 73, 35]
[502, 21609.0, 588.0, 71, 34]
[503, 20151.0, 579.3137083053589, 74, 36]
[504, 20736.0, 576.0, 75, 35]
[505, 20447.0, 572.8284270763397, 75, 35]
[506, 19599.0, 560.8284270763397, 77, 37]
[507, 19312.5, 561.899494767189, 77, 38]
[508, 19600.0, 560.0, 76, 38]
[509, 22194.5, 600.2426406145096, 72, 34]
[510, 24336.0, 624.0, 68, 30]
[511, 22796.5, 608.2426406145096, 68, 32]
[512, 18758.0, 555.6568541526794, 72, 37]
[513, 19844.5, 590.3847758769989, 71, 35]
[514, 21024.0, 580.8284270763397, 67, 31]
[515, 17956.0, 536.0, 71, 32]
[516, 18769.0, 548.0, 68, 30]
[517, 18769.0, 548.0, 66, 28]
[518, 19319.0, 556.8284270763397, 63, 28]
[519, 19600.0, 560.0, 60, 29]
[520, 17688.0, 532.8284270763397, 60, 29]
[521, 19321.0, 556.0, 56, 28]
